Word	Year	Frequency	Overall Rank
definition	2004	2	920
design	2004	2	59
efficient	2004	2	134
error	2004	2	134
estimate	2004	2	128
european	2004	2	326
founder	2004	2	608
frequency	2004	2	199
geneenvironment	2004	2	40
genegene	2004	2	88
genotyping	2004	2	206
glucose	2004	2	523
hereditary	2004	2	481
high	2004	2	199
identifying	2004	2	88
imprinting	2004	2	369
independent	2004	2	418
individual	2004	2	96
inference	2004	2	171
informative	2004	2	481
jewish	2004	2	1562
likelihood	2004	2	165
lod	2004	2	446
logistic	2004	2	189
low	2004	2	242
lymphoma	2004	2	920
maternal	2004	2	242
modeling	2004	2	79
modelling	2004	2	277
mortality	2004	2	481
msh2	2004	2	1562
multilocus	2004	2	277
multivariate	2004	2	123
myocardial	2004	2	808
myopia	2004	2	446
new	2004	2	75
newfoundland	2004	2	1274
ordered	2004	2	808
osteoporosis	2004	2	808
pathway	2004	2	85
penetrance	2004	2	418
phenotypic	2004	2	418
plasma	2004	2	213
pleiotropic	2004	2	300
populationbased	2004	2	231
presence	2004	2	114
probability	2004	2	418
property	2004	2	608
protective	2004	2	808
regulatory	2004	2	608
residual	2004	2	808
resistance	2004	2	523
rheumatoid	2004	2	242
robust	2004	2	165
sampling	2004	2	242
screening	2004	2	256
segregation	2004	2	171
selected	2004	2	523
semiparametric	2004	2	566
sharing	2004	2	199
sib	2004	2	287
simulation	2004	2	171
smoking	2004	2	126
syndrome	2004	2	131
tafi	2004	2	1562
taiwan	2004	2	1274
three	2004	2	481
trio	2004	2	202
twin	2004	2	392
two	2004	2	108
twostage	2004	2	326
utah	2004	2	719
variable	2004	2	137
variant	2004	2	12
versus	2004	2	418
via	2004	2	165
weighting	2004	2	1072
15q21	2004	1	1562
7q	2004	1	1562
ability	2004	1	920
account	2004	1	523
accounting	2004	1	267
ace	2004	1	481
adaptive	2004	1	345
additional	2004	1	1072
adiposity	2004	1	418
adjustment	2004	1	566
admixture	2004	1	231
affect	2004	1	1274
affective	2004	1	1274
aggressiveness	2004	1	1562
alcoholism	2004	1	1072
algorithm	2004	1	137
allele	2004	1	119
allelic	2004	1	326
allergic	2004	1	920
alzheimer	2004	1	267
american	2004	1	111
amish	2004	1	481
among	2004	1	159
analytic	2004	1	719
ancestry	2004	1	111
anemia	2004	1	1274
angiotensin	2004	1	1562
approach	2004	1	108
appropriate	2004	1	1562
ascertained	2004	1	523
ass	2004	1	418
assessing	2004	1	267
australian	2004	1	1274
autism	2004	1	267
autoimmune	2004	1	1072
bayesian	2004	1	47
beta	2004	1	1274
binary	2004	1	224
bonferroni	2004	1	1562
brca12	2004	1	1072
carotid	2004	1	719
carrier	2004	1	446
caucasian	2004	1	418
causative	2004	1	1562
cdkn2a	2004	1	808
challenge	2004	1	314
channel	2004	1	1274
characterizing	2004	1	920
chinese	2004	1	481
chromosomal	2004	1	608
chronic	2004	1	392
classification	2004	1	369
cluster	2004	1	326
clustering	2004	1	206
coagulation	2004	1	1562
coding	2004	1	566
cognitive	2004	1	523
cohort	2004	1	93
combining	2004	1	242
common	2004	1	83
comparative	2004	1	1274
condition	2004	1	719
conserved	2004	1	1562
construction	2004	1	719
continuous	2004	1	566
contribution	2004	1	267
cortisol	2004	1	1562
cough	2004	1	1562
covariatebased	2004	1	1274
covariates	2004	1	256
cystic	2004	1	446
dataset	2004	1	1274
death	2004	1	920
decline	2004	1	1072
defining	2004	1	920
density	2004	1	267
detecting	2004	1	54
development	2004	1	183
diabetic	2004	1	719
differential	2004	1	345
dimensionality	2004	1	300
dissecting	2004	1	920
diverse	2004	1	345
dyslexia	2004	1	1274
dystrophy	2004	1	808
early	2004	1	345
east	2004	1	1562
efficacy	2004	1	1562
efficiency	2004	1	481
egea	2004	1	446
empirical	2004	1	392
endometriosis	2004	1	920
entropy	2004	1	1072
environment	2004	1	139
environmental	2004	1	206
enzyme	2004	1	566
epistasis	2004	1	151
equilibrium	2004	1	566
era	2004	1	1072
erythematosus	2004	1	920
estimator	2004	1	808
ethnicity	2004	1	1072
etiology	2004	1	418
exact	2004	1	608
excess	2004	1	719
experiment	2004	1	808
exposure	2004	1	177
expression	2004	1	59
extending	2004	1	1072
extension	2004	1	418
extent	2004	1	1072
false	2004	1	481
fat	2004	1	808
fibrosis	2004	1	287
finding	2004	1	608
finland	2004	1	808
french	2004	1	256
function	2004	1	131
functional	2004	1	126
gain	2004	1	920
gee	2004	1	1562
genotypephenotype	2004	1	808
german	2004	1	920
germline	2004	1	300
graphical	2004	1	523
group	2004	1	314
hapmap	2004	1	719
hardyweinberg	2004	1	523
hdl	2004	1	481
heritabilities	2004	1	1562
heritable	2004	1	1274
heritage	2004	1	1562
highly	2004	1	523
highorder	2004	1	1072
hla	2004	1	256
hormone	2004	1	920
hypergen	2004	1	1072
hypertensive	2004	1	920
identification	2004	1	93
identified	2004	1	369
identifies	2004	1	50
ii	2004	1	920
illness	2004	1	1562
immune	2004	1	566
immunity	2004	1	1072
impact	2004	1	142
impaired	2004	1	1562
implementation	2004	1	808
importance	2004	1	652
incident	2004	1	920
inclusion	2004	1	1274
incorporating	2004	1	183
increase	2004	1	481
increased	2004	1	566
individualspecific	2004	1	1274
induced	2004	1	920
infarction	2004	1	920
inferred	2004	1	1072
influencing	2004	1	300
influenza	2004	1	1562
inform	2004	1	1562
inhibitor	2004	1	1562
innate	2004	1	1274
interacts	2004	1	1274
intimamedia	2004	1	1072
intrafamilial	2004	1	1562
involving	2004	1	1072
iron	2004	1	1072
ischemic	2004	1	1562
isolate	2004	1	808
kindred	2004	1	1562
knowledge	2004	1	481
known	2004	1	446
late	2004	1	566
latent	2004	1	287
ldl	2004	1	1274
leg	2004	1	1562
leprosy	2004	1	920
lifestyle	2004	1	1072
likelihoodbased	2004	1	808
lipid	2004	1	369
lipoprotein	2004	1	566
load	2004	1	1562
location	2004	1	920
longitudinal	2004	1	93
lupus	2004	1	719
lymphoproliferative	2004	1	1562
mantel	2004	1	920
map	2004	1	369
matched	2004	1	920
mcmc	2004	1	719
mean	2004	1	1274
measured	2004	1	566
meet	2004	1	1072
member	2004	1	1274
metaanalysis	2004	1	75
metabolic	2004	1	151
metabolism	2004	1	523
mexican	2004	1	608
microarray	2004	1	566
midparent	2004	1	1274
missing	2004	1	151
mod	2004	1	1072
model	2004	1	22
modelfree	2004	1	920
modified	2004	1	808
modifier	2004	1	326
modify	2004	1	1562
molecular	2004	1	345
multiallelic	2004	1	1274
multifactor	2004	1	326
multimarker	2004	1	608
multiplex	2004	1	418
multipoint	2004	1	242
muscle	2004	1	1072
muscular	2004	1	1072
nhlbi	2004	1	608
nigerian	2004	1	1274
nimh	2004	1	1562
nonrandom	2004	1	920
normal	2004	1	719
npl	2004	1	1562
offspring	2004	1	523
one	2004	1	369
optimal	2004	1	345
osteoarthritis	2004	1	719
ovarian	2004	1	392
p53	2004	1	1562
parental	2004	1	392
parentoforigin	2004	1	446
participant	2004	1	808
pattern	2004	1	206
permutation	2004	1	608
pharmacogenomics	2004	1	1072
phase	2004	1	608
polyp	2004	1	1274
pooling	2004	1	1562
positive	2004	1	446
posterior	2004	1	1274
potential	2004	1	314
powerful	2004	1	177
predicting	2004	1	256
prediction	2004	1	43
predictor	2004	1	566
primary	2004	1	481
prior	2004	1	446
promoter	2004	1	566
propensity	2004	1	719
proportion	2004	1	652
protein	2004	1	345
puerto	2004	1	1274
pulse	2004	1	1562
qtls	2004	1	719
quebec	2004	1	920
rapid	2004	1	719
recent	2004	1	808
recessive	2004	1	608
reduce	2004	1	808
reduction	2004	1	218
reference	2004	1	326
registry	2004	1	719
regressionbased	2004	1	652
regulation	2004	1	719
relation	2004	1	326
replication	2004	1	213
report	2004	1	1072
resampling	2004	1	1562
resolution	2004	1	1274
respect	2004	1	1072
resting	2004	1	1562
rhinitis	2004	1	1562
robustness	2004	1	808
romp	2004	1	1562
schizophrenia	2004	1	231
screen	2004	1	481
secondary	2004	1	446
selecting	2004	1	920
sequence	2004	1	96
sequential	2004	1	345
serum	2004	1	277
sex	2004	1	369
sexspecific	2004	1	446
show	2004	1	652
sibpairs	2004	1	1072
sibships	2004	1	719
signal	2004	1	218
similarity	2004	1	392
simple	2004	1	481
single	2004	1	195
size	2004	1	145
skeletal	2004	1	1274
skin	2004	1	1562
sle	2004	1	808
specific	2004	1	256
sporadic	2004	1	920
stochastic	2004	1	566
strategy	2004	1	111
stratification	2004	1	151
stratified	2004	1	392
stroke	2004	1	920
strong	2004	1	369
structural	2004	1	523
structure	2004	1	103
subject	2004	1	345
subtypes	2004	1	566
suggests	2004	1	1274
support	2004	1	1274
symptom	2004	1	523
systemic	2004	1	808
tag	2004	1	1562
tagging	2004	1	1274
thickness	2004	1	719
tolerance	2004	1	1562
tool	2004	1	171
transmission	2004	1	231
transmissiondisequilibrium	2004	1	719
trend	2004	1	1072
triglyceride	2004	1	608
tumor	2004	1	523
unaffected	2004	1	1562
unbiased	2004	1	1072
unknown	2004	1	808
unobserved	2004	1	1562
unphased	2004	1	920
usefulness	2004	1	1562
validation	2004	1	719
variance	2004	1	151
variation	2004	1	40
weight	2004	1	287
whole	2004	1	69
world	2004	1	1274
year	2004	1	1274
young	2004	1	481
association	2005	44	1
linkage	2005	42	3
effect	2005	21	8
trait	2005	21	6
haplotype	2005	20	25
family	2005	19	9
cancer	2005	17	4
locus	2005	15	13
interaction	2005	14	5
population	2005	12	10
risk	2005	12	2
mapping	2005	10	29
phenotype	2005	10	18
genomewide	2005	9	7
model	2005	9	22
polymorphism	2005	9	28
snp	2005	9	16
casecontrol	2005	8	36
comparison	2005	8	21
complex	2005	8	17
familybased	2005	8	114
gene	2005	8	14
pedigree	2005	8	36
scan	2005	8	59
score	2005	8	20
test	2005	8	11
power	2005	7	25
statistic	2005	7	59
breast	2005	6	38
evidence	2005	6	66
heritability	2005	6	99
marker	2005	6	54
multipoint	2005	6	242
qtl	2005	6	195
admixture	2005	5	231
affected	2005	5	114
analysis	2005	5	45
component	2005	5	99
diabetes	2005	5	42
disequilibrium	2005	5	77
error	2005	5	134
estimate	2005	5	128
estimating	2005	5	134
familial	2005	5	59
identification	2005	5	93
large	2005	5	81
multiple	2005	5	19
related	2005	5	64
susceptibility	2005	5	32
type	2005	5	33
age	2005	4	88
candidate	2005	4	69
detecting	2005	4	54
estimation	2005	4	64
factor	2005	4	35
genomic	2005	4	73
likelihood	2005	4	165
lod	2005	4	446
map	2005	4	369
metaanalysis	2005	4	75
modeling	2005	4	79
new	2005	4	75
pair	2005	4	151
problem	2005	4	523
prostate	2005	4	69
rate	2005	4	195
region	2005	4	73
screening	2005	4	256
similarity	2005	4	392
structure	2005	4	103
weight	2005	4	287
young	2005	4	481
alzheimer	2005	3	267
approach	2005	3	108
binary	2005	3	224
bivariate	2005	3	481
bone	2005	3	566
calculation	2005	3	446
case	2005	3	90
chromosome	2005	3	50
classical	2005	3	1274
clustering	2005	3	206
combined	2005	3	189
covariates	2005	3	256
design	2005	3	59
distribution	2005	3	242
efficiency	2005	3	481
environmental	2005	3	206
framework	2005	3	117
genegene	2005	3	88
genotyping	2005	3	206
heart	2005	3	71
heterogeneity	2005	3	54
missing	2005	3	151
mitochondrial	2005	3	345
multilocus	2005	3	277
mutation	2005	3	121
pattern	2005	3	206
presence	2005	3	114
relative	2005	3	189
sample	2005	3	34
sampling	2005	3	242
segregation	2005	3	171
selection	2005	3	49
set	2005	3	128
sib	2005	3	287
software	2005	3	242
strategy	2005	3	111
syndrome	2005	3	131
trio	2005	3	202
twin	2005	3	392
variance	2005	3	151
acid	2005	2	369
across	2005	2	183
advantage	2005	2	1274
african	2005	2	99
algorithm	2005	2	137
among	2005	2	159
application	2005	2	24
applied	2005	2	345
bayesian	2005	2	47
bias	2005	2	142
birth	2005	2	277
block	2005	2	808
body	2005	2	218
cardiovascular	2005	2	256
caseparent	2005	2	314
censored	2005	2	566
cleft	2005	2	277
common	2005	2	83
conditional	2005	2	256
continuous	2005	2	566
control	2005	2	66
correction	2005	2	314
correlated	2005	2	300
correlation	2005	2	142
coverage	2005	2	719
density	2005	2	267
detect	2005	2	81
development	2005	2	183
dna	2005	2	71
egea	2005	2	446
em	2005	2	1562
emergence	2005	2	1562
epidemiology	2005	2	231
estrogen	2005	2	920
evaluating	2005	2	267
evaluation	2005	2	114
examination	2005	2	1072
exposure	2005	2	177
extended	2005	2	213
false	2005	2	481
framingham	2005	2	300
free	2005	2	719
french	2005	2	256
genotype	2005	2	22
growth	2005	2	392
hasemanelston	2005	2	719
hdlcholesterol	2005	2	1562
height	2005	2	808
high	2005	2	199
hispanic	2005	2	608
hypertensive	2005	2	920
impact	2005	2	142
implication	2005	2	314
improved	2005	2	213
imputation	2005	2	83
incorporating	2005	2	183
inference	2005	2	171
influence	2005	2	159
information	2005	2	108
interpreting	2005	2	1072
involved	2005	2	719
left	2005	2	566
leptin	2005	2	1274
level	2005	2	52
linked	2005	2	218
local	2005	2	369
longevity	2005	2	481
longitudinal	2005	2	93
lung	2005	2	59
maximum	2005	2	418
may	2005	2	652
measure	2005	2	165
mendelian	2005	2	40
modelbased	2005	2	652
modelfree	2005	2	920
molecular	2005	2	345
multivariate	2005	2	123
nonsyndromic	2005	2	1072
null	2005	2	920
obesity	2005	2	165
optimal	2005	2	345
oral	2005	2	392
parameter	2005	2	446
parental	2005	2	392
pathway	2005	2	85
populationbased	2005	2	231
posterior	2005	2	1274
powerful	2005	2	177
pressure	2005	2	159
probands	2005	2	719
project	2005	2	369
ratio	2005	2	277
receptor	2005	2	256
regression	2005	2	31
relation	2005	2	326
relationship	2005	2	151
retrospective	2005	2	608
scale	2005	2	231
semiparametric	2005	2	566
sequential	2005	2	345
serum	2005	2	277
sharing	2005	2	199
sibling	2005	2	300
signal	2005	2	218
simple	2005	2	481
simulation	2005	2	171
single	2005	2	195
stratification	2005	2	151
subpopulation	2005	2	1274
tree	2005	2	446
triad	2005	2	920
two	2005	2	108
twolocus	2005	2	719
uncertainty	2005	2	719
value	2005	2	300
variant	2005	2	12
variation	2005	2	40
ventricular	2005	2	719
whole	2005	2	69
within	2005	2	277
woman	2005	2	189
15q21	2005	1	1562
3d	2005	1	920
account	2005	1	523
accuracy	2005	1	345
activity	2005	1	719
additive	2005	1	808
adiposity	2005	1	418
admixed	2005	1	287
advanced	2005	1	1562
aetiology	2005	1	1274
africanamerican	2005	1	523
africanamericans	2005	1	1072
ageofonset	2005	1	1274
aging	2005	1	392
agreement	2005	1	1562
alcohol	2005	1	345
allelic	2005	1	326
allowing	2005	1	920
alternative	2005	1	287
alzheimers	2005	1	151
american	2005	1	111
amish	2005	1	481
analytical	2005	1	1274
ancestry	2005	1	111
andor	2005	1	1072
anomaly	2005	1	1072
antonio	2005	1	920
aortic	2005	1	1562
arbitrary	2005	1	1274
architecture	2005	1	199
aric	2005	1	920
arthritis	2005	1	242
assessing	2005	1	267
asthma	2005	1	151
asthmarelated	2005	1	920
asymptotic	2005	1	1562
atherosclerosis	2005	1	719
autoimmune	2005	1	1072
beaver	2005	1	1072
benefit	2005	1	920
biallelic	2005	1	1562
blood	2005	1	105
carcinoma	2005	1	481
cardiac	2005	1	808
cataract	2005	1	1562
categorical	2005	1	1562
caucasian	2005	1	418
causal	2005	1	85
cdkn2a	2005	1	808
centenarian	2005	1	1562
chain	2005	1	1072
characteristic	2005	1	808
characterization	2005	1	446
chd	2005	1	1274
choice	2005	1	719
chromosomal	2005	1	608
classification	2005	1	369
cluster	2005	1	326
cognitive	2005	1	523
cohort	2005	1	93
combination	2005	1	523
combine	2005	1	1562
combining	2005	1	242
community	2005	1	719
competing	2005	1	1274
complication	2005	1	1274
composition	2005	1	920
comprehensive	2005	1	608
computational	2005	1	719
computing	2005	1	920
condition	2005	1	719
confounders	2005	1	1274
confounding	2005	1	608
consanguinity	2005	1	1562
consequence	2005	1	920
conserved	2005	1	1562
context	2005	1	566
contribution	2005	1	267
controlling	2005	1	719
cord	2005	1	1274
cortical	2005	1	1274
dam	2005	1	1072
database	2005	1	481
dataset	2005	1	1274
death	2005	1	920
defined	2005	1	1562
defining	2005	1	920
dependent	2005	1	808
depression	2005	1	418
descent	2005	1	314
determinant	2005	1	446
determining	2005	1	1072
diagnosis	2005	1	719
differential	2005	1	345
dimensionality	2005	1	300
dimorphism	2005	1	1274
discovery	2005	1	165
discriminant	2005	1	1274
disease	2005	1	48
disorder	2005	1	96
dissecting	2005	1	920
dissection	2005	1	608
distance	2005	1	481
distinct	2005	1	1072
drug	2005	1	392
dutch	2005	1	719
endometriosis	2005	1	920
endophenotype	2005	1	1562
endpoint	2005	1	1562
environment	2005	1	139
enzyme	2005	1	566
epidemiological	2005	1	808
epistasis	2005	1	151
epistatic	2005	1	369
equation	2005	1	481
equilibrium	2005	1	566
ethnic	2005	1	369
exact	2005	1	608
exploring	2005	1	267
expression	2005	1	59
extension	2005	1	418
eye	2005	1	446
facial	2005	1	808
fatty	2005	1	608
fbat	2005	1	1274
fetal	2005	1	369
fhs	2005	1	920
finemapping	2005	1	392
first	2005	1	652
flexible	2005	1	608
following	2005	1	920
forest	2005	1	177
frenchcanadian	2005	1	1274
gain	2005	1	920
gamma	2005	1	1562
genedisease	2005	1	1562
generalized	2005	1	195
generate	2005	1	1274
genetically	2005	1	523
germline	2005	1	300
gibbs	2005	1	808
group	2005	1	314
haplotypeenvironment	2005	1	1562
hapmap	2005	1	719
heterozygosity	2005	1	1072
hierarchical	2005	1	206
highrisk	2005	1	652
history	2005	1	242
hotspot	2005	1	1072
human	2005	1	45
hypothesis	2005	1	608
ibd	2005	1	446
identity	2005	1	523
illumina	2005	1	719
imaging	2005	1	1072
importance	2005	1	652
improving	2005	1	608
incidence	2005	1	1274
including	2005	1	1562
incomplete	2005	1	1072
incorporation	2005	1	719
indication	2005	1	1562
infection	2005	1	224
influencing	2005	1	300
informative	2005	1	481
instability	2005	1	1562
instrumental	2005	1	1072
insulin	2005	1	345
integrated	2005	1	418
interacting	2005	1	808
interpretation	2005	1	719
investigating	2005	1	277
isolate	2005	1	808
isolated	2005	1	345
issue	2005	1	392
japanese	2005	1	1274
joint	2005	1	105
language	2005	1	1072
largescale	2005	1	256
lateonset	2005	1	1274
ld	2005	1	300
leprosy	2005	1	920
liability	2005	1	652
likelihoodbased	2005	1	808
logistic	2005	1	189
loss	2005	1	719
louisiana	2005	1	1072
lower	2005	1	1072
lymphoma	2005	1	920
magnitude	2005	1	1562
major	2005	1	213
male	2005	1	1274
marginal	2005	1	920
markov	2005	1	719
mass	2005	1	224
mc1r	2005	1	1072
mdr	2005	1	719
mean	2005	1	1274
measurement	2005	1	392
melanoma	2005	1	242
mellitus	2005	1	920
memory	2005	1	1562
metaanalyses	2005	1	608
metabolic	2005	1	151
metabolism	2005	1	523
metabolizing	2005	1	1274
methodological	2005	1	1562
methodology	2005	1	1072
mexicanamerican	2005	1	1274
microarray	2005	1	566
mineral	2005	1	1072
mining	2005	1	523
missingness	2005	1	920
mod	2005	1	1072
modification	2005	1	719
modifier	2005	1	326
montecarlo	2005	1	1562
multiallelic	2005	1	1274
multiethnic	2005	1	418
multifactor	2005	1	326
multifactorial	2005	1	652
multistage	2005	1	1274
newfoundland	2005	1	1274
nhlbi	2005	1	608
north	2005	1	652
nsaid	2005	1	1562
odds	2005	1	1072
offspring	2005	1	523
old	2005	1	1274
oligogenic	2005	1	920
one	2005	1	369
onset	2005	1	123
opensource	2005	1	1562
order	2005	1	523
ordinal	2005	1	1072
osteoporosis	2005	1	808
oxidative	2005	1	1274
p53	2005	1	1562
pancreatic	2005	1	392
panel	2005	1	392
parentoforigin	2005	1	446
participant	2005	1	808
patient	2005	1	102
penalized	2005	1	392
penetrance	2005	1	418
performance	2005	1	267
physical	2005	1	808
platform	2005	1	652
pleiotropic	2005	1	300
positive	2005	1	446
possible	2005	1	920
potential	2005	1	314
ppl	2005	1	1562
prediction	2005	1	43
preliminary	2005	1	808
prenatal	2005	1	920
prior	2005	1	446
probability	2005	1	418
procedure	2005	1	418
program	2005	1	523
propensity	2005	1	719
prospective	2005	1	523
puerto	2005	1	1274
pvalues	2005	1	608
qtls	2005	1	719
quantification	2005	1	1072
random	2005	1	139
randomisation	2005	1	566
rare	2005	1	15
recent	2005	1	808
recombination	2005	1	566
reconstruction	2005	1	920
reduction	2005	1	218
regressionbased	2005	1	652
regulator	2005	1	808
relatedness	2005	1	345
repair	2005	1	481
repeated	2005	1	608
replication	2005	1	213
research	2005	1	446
responsible	2005	1	1274
reveals	2005	1	131
rheumatoid	2005	1	242
robust	2005	1	165
robustness	2005	1	808
san	2005	1	920
sarcoidosis	2005	1	1562
screen	2005	1	481
searching	2005	1	1562
selected	2005	1	523
sensitivity	2005	1	1274
sex	2005	1	369
sexspecific	2005	1	446
sexual	2005	1	1072
shape	2005	1	1562
share	2005	1	1274
sibpair	2005	1	300
sibships	2005	1	719
simultaneous	2005	1	920
size	2005	1	145
sleep	2005	1	1072
smoke	2005	1	566
smoking	2005	1	126
solution	2005	1	1274
sporadic	2005	1	920
statistical	2005	1	77
status	2005	1	446
stratified	2005	1	392
stress	2005	1	719
strong	2005	1	369
structured	2005	1	566
subject	2005	1	345
subset	2005	1	392
substructure	2005	1	719
subtypes	2005	1	566
survival	2005	1	159
symptom	2005	1	523
tagging	2005	1	1274
throughput	2005	1	1274
thyroid	2005	1	1274
tightly	2005	1	1072
timetoevent	2005	1	608
tobacco	2005	1	652
trend	2005	1	1072
triglyceride	2005	1	608
unified	2005	1	608
univariate	2005	1	920
unrelated	2005	1	566
upstream	2005	1	1562
uric	2005	1	920
urinary	2005	1	1274
use	2005	1	177
utah	2005	1	719
v	2005	1	808
validation	2005	1	719
valve	2005	1	1562
variable	2005	1	137
vitamin	2005	1	652
weighted	2005	1	300
association	2006	57	1
linkage	2006	33	3
trait	2006	21	6
family	2006	20	9
interaction	2006	15	5
test	2006	15	11
genomewide	2006	14	7
haplotype	2006	14	25
population	2006	14	10
snp	2006	14	16
cancer	2006	12	4
mapping	2006	12	29
risk	2006	12	2
effect	2006	11	8
locus	2006	11	13
pedigree	2006	11	36
casecontrol	2006	10	36
comparison	2006	9	21
gene	2006	9	14
statistic	2006	9	59
case	2006	8	90
complex	2006	8	17
detect	2006	8	81
genotype	2006	8	22
multiple	2006	8	19
polymorphism	2006	8	28
power	2006	8	25
candidate	2006	7	69
diabetes	2006	7	42
factor	2006	7	35
heart	2006	7	71
phenotype	2006	7	18
sample	2006	7	34
scan	2006	7	59
selection	2006	7	49
age	2006	6	88
analysis	2006	6	45
application	2006	6	24
combined	2006	6	189
control	2006	6	66
detection	2006	6	59
error	2006	6	134
heterogeneity	2006	6	54
level	2006	6	52
multivariate	2006	6	123
presence	2006	6	114
relationship	2006	6	151
replication	2006	6	213
type	2006	6	33
affected	2006	5	114
breast	2006	5	38
familial	2006	5	59
human	2006	5	45
korean	2006	5	608
likelihood	2006	5	165
marker	2006	5	54
metabolic	2006	5	151
missing	2006	5	151
onset	2006	5	123
prostate	2006	5	69
regression	2006	5	31
sharing	2006	5	199
allele	2006	4	119
amish	2006	4	481
bayesian	2006	4	47
coronary	2006	4	137
density	2006	4	267
disequilibrium	2006	4	77
epistasis	2006	4	151
estimation	2006	4	64
geneenvironment	2006	4	40
genegene	2006	4	88
general	2006	4	256
heritability	2006	4	99
identifying	2006	4	88
index	2006	4	195
information	2006	4	108
interacting	2006	4	808
model	2006	4	22
modeling	2006	4	79
multipoint	2006	4	242
populationbased	2006	4	231
qtl	2006	4	195
relative	2006	4	189
set	2006	4	128
strategy	2006	4	111
stratification	2006	4	151
susceptibility	2006	4	32
syndrome	2006	4	131
use	2006	4	177
aggregation	2006	3	256
allelic	2006	3	326
alternative	2006	3	287
artery	2006	3	224
asthma	2006	3	151
chromosome	2006	3	50
cluster	2006	3	326
common	2006	3	83
component	2006	3	99
covariates	2006	3	256
design	2006	3	59
dimensionality	2006	3	300
efficient	2006	3	134
environmental	2006	3	206
epistatic	2006	3	369
equilibrium	2006	3	566
estimating	2006	3	134
evidence	2006	3	66
extension	2006	3	418
familybased	2006	3	114
hypertension	2006	3	345
identification	2006	3	93
inference	2006	3	171
large	2006	3	81
learning	2006	3	159
logistic	2006	3	189
longitudinal	2006	3	93
lung	2006	3	59
multifactor	2006	3	326
new	2006	3	75
number	2006	3	103
pair	2006	3	151
plasma	2006	3	213
polygenic	2006	3	43
powerful	2006	3	177
predisposition	2006	3	566
pressure	2006	3	159
ratio	2006	3	277
reduction	2006	3	218
response	2006	3	177
robust	2006	3	165
score	2006	3	20
screen	2006	3	481
structure	2006	3	103
tool	2006	3	171
true	2006	3	808
variant	2006	3	12
woman	2006	3	189
adiponectin	2006	2	920
admixed	2006	2	287
algorithm	2006	2	137
allowing	2006	2	920
ancestral	2006	2	920
apnea	2006	2	1274
applied	2006	2	345
approach	2006	2	108
ascertainment	2006	2	287
assessment	2006	2	481
bias	2006	2	142
bioinformatics	2006	2	808
blood	2006	2	105
bone	2006	2	566
caucasian	2006	2	418
characteristic	2006	2	808
clinical	2006	2	145
cohort	2006	2	93
colon	2006	2	523
community	2006	2	719
composite	2006	2	920
copy	2006	2	119
correction	2006	2	314
correlated	2006	2	300
correlation	2006	2	142
dense	2006	2	719
derived	2006	2	446
descent	2006	2	314
detecting	2006	2	54
development	2006	2	183
discovery	2006	2	165
early	2006	2	345
egea	2006	2	446
enzyme	2006	2	566
estimate	2006	2	128
evaluation	2006	2	114
exposure	2006	2	177
extended	2006	2	213
fasting	2006	2	652
fenofibrate	2006	2	1562
free	2006	2	719
frequency	2006	2	199
generalized	2006	2	195
genotyping	2006	2	206
hdl	2006	2	481
hepatic	2006	2	920
highrisk	2006	2	652
hla	2006	2	256
homocysteine	2006	2	1274
identify	2006	2	81
impact	2006	2	142
incident	2006	2	920
individual	2006	2	96
influence	2006	2	159
influencing	2006	2	300
initiative	2006	2	1072
intermediate	2006	2	808
latent	2006	2	287
ld	2006	2	300
machine	2006	2	242
mantel	2006	2	920
mass	2006	2	224
measurement	2006	2	392
men	2006	2	326
meta	2006	2	159
modelling	2006	2	277
molecular	2006	2	345
multilocus	2006	2	277
multimarker	2006	2	608
mutation	2006	2	121
nuclear	2006	2	345
obesity	2006	2	165
old	2006	2	1274
order	2006	2	523
parameter	2006	2	446
parentoforigin	2006	2	446
pattern	2006	2	206
predicting	2006	2	256
problem	2006	2	523
qualitative	2006	2	719
random	2006	2	139
rare	2006	2	15
region	2006	2	73
segregation	2006	2	171
sequential	2006	2	345
serum	2006	2	277
sexspecific	2006	2	446
show	2006	2	652
sib	2006	2	287
signal	2006	2	218
simulated	2006	2	652
site	2006	2	608
sleep	2006	2	1072
statistical	2006	2	77
subject	2006	2	345
subtypes	2006	2	566
symptom	2006	2	523
tobacco	2006	2	652
twostage	2006	2	326
unphased	2006	2	920
unrelated	2006	2	566
utah	2006	2	719
versus	2006	2	418
visualization	2006	2	608
weighted	2006	2	300
whole	2006	2	69
within	2006	2	277
worldwide	2006	2	1274
8q24	2006	1	808
accounting	2006	1	267
address	2006	1	920
adiposity	2006	1	418
adjusted	2006	1	523
admixture	2006	1	231
advantage	2006	1	1274
affymetrix	2006	1	1274
africanamerican	2006	1	523
africanamericans	2006	1	1072
agerelated	2006	1	808
aging	2006	1	392
allow	2006	1	1562
alzheimer	2006	1	267
alzheimers	2006	1	151
american	2006	1	111
among	2006	1	159
ancestry	2006	1	111
anova	2006	1	1562
antonio	2006	1	920
architecture	2006	1	199
aric	2006	1	920
array	2006	1	345
ashkenazi	2006	1	1274
assay	2006	1	1274
assessing	2006	1	267
asthmarelated	2006	1	920
atherosclerosis	2006	1	719
autosomal	2006	1	1274
bdnf	2006	1	1274
beaver	2006	1	1072
beta	2006	1	1274
binary	2006	1	224
bipolar	2006	1	392
bmi	2006	1	345
body	2006	1	218
